CMS Certification Number,Facility Name,City,State,System Affiliation,Type of Facility,Key
451345,Crosbyton Clinic Hospital,Crosbyton,TX,"Not In Any System - ,",Critical Access,451345_Crosbyton Clinic Hospital
451346,Yoakum Community Hospital,Yoakum,TX,"Not In Any System - ,",Critical Access,451346_Yoakum Community Hospital
451347,Coleman County Medical Center,Coleman,TX,"Not In Any System - ,",Critical Access,451347_Coleman County Medical Center
451348,Heart of Texas Memorial Hospital,Brady,TX,"Not In Any System - ,",Critical Access,451348_Heart of Texas Memorial Hospital
451349,Swisher Memorial Hospital,Tulia,TX,"Not In Any System - ,",Critical Access,451349_Swisher Memorial Hospital
451350,Plains Memorial Hospital,Dimmitt,TX,"Not In Any System - ,",Critical Access,451350_Plains Memorial Hospital
451351,Lynn County Hospital,Tahoka,TX,"Not In Any System - ,",Critical Access,451351_Lynn County Hospital
451352,Hardeman County Memorial Hospital,Quanah,TX,"Not In Any System - ,",Critical Access,451352_Hardeman County Memorial Hospital
451353,Crane Memorial Hospital,Crane,TX,"Not In Any System - ,",Critical Access,451353_Crane Memorial Hospital
451354,Olney Hamilton Hospital,Olney,TX,"Not In Any System - ,",Critical Access,451354_Olney Hamilton Hospital
451355,Collingsworth General Hospital,Wellington,TX,"Not In Any System - ,",Critical Access,451355_Collingsworth General Hospital
451356,Memorial Medical Center,Port Lavaca,TX,"Not In Any System - ,",Critical Access,451356_Memorial Medical Center
451358,Seminole Memorial Hospital,Seminole,TX,"Not In Any System - ,",Critical Access,451358_Seminole Memorial Hospital
451359,Ochiltree General Hospital,Perryton,TX,"Not In Any System - ,",Critical Access,451359_Ochiltree General Hospital
451360,CHI Saint Luke's Health -  Memorial San Augustine,San Augustine,TX,"CommonSpirit Health - Englewood, CO",Critical Access,451360_CHI Saint Luke's Health -  Memorial San Augustine
451361,Sabine County Hospital,Hemphill,TX,"Not In Any System - ,",Critical Access,451361_Sabine County Hospital
451362,Clay County Memorial Hospital,Henrietta,TX,"Not In Any System - ,",Critical Access,451362_Clay County Memorial Hospital
451363,Jackson County Hospital District,Edna,TX,"Not In Any System - ,",Critical Access,451363_Jackson County Hospital District
451364,Otto Kaiser Memorial Hospital,Kenedy,TX,"Not In Any System - ,",Critical Access,451364_Otto Kaiser Memorial Hospital
451365,Ascension Seton Highland Lakes,Burnet,TX,"Ascension Health - Saint Louis, MO",Critical Access,451365_Ascension Seton Highland Lakes
451366,Cochran Memorial Hospital,Morton,TX,"Not In Any System - ,",Critical Access,451366_Cochran Memorial Hospital
451367,UT Health Pittsburg,Pittsburg,TX,"UT Health East Texas - Tyler, TX",Critical Access,451367_UT Health Pittsburg
451369,Golden Plains Community Hospital,Borger,TX,"Not In Any System - ,",Critical Access,451369_Golden Plains Community Hospital
451370,TMC Bonham Hospital,Bonham,TX,"Not In Any System - ,",Critical Access,451370_TMC Bonham Hospital
451371,Ascension Seton Edgar B. Davis,Luling,TX,"Ascension Health - Saint Louis, MO",Critical Access,451371_Ascension Seton Edgar B. Davis
451372,Muleshoe Area Medical Center,Muleshoe,TX,"Not In Any System - ,",Critical Access,451372_Muleshoe Area Medical Center
451373,Ward Memorial Hospital,Monahans,TX,"Not In Any System - ,",Critical Access,451373_Ward Memorial Hospital
451374,Baylor Scott & White Medical Center Taylor,Taylor,TX,"Baylor Scott & White Health - Dallas, TX",Critical Access,451374_Baylor Scott & White Medical Center Taylor
451375,Liberty Dayton Regional Medical Center,Liberty,TX,"Not In Any System - ,",Critical Access,451375_Liberty Dayton Regional Medical Center
451376,Lavaca Medical Center,Hallettsville,TX,"Not In Any System - ,",Critical Access,451376_Lavaca Medical Center
451377,Reeves County Hospital District,Pecos,TX,"Not In Any System - ,",Critical Access,451377_Reeves County Hospital District
451378,Big Bend Regional Medical Center,Alpine,TX,"Quorum Health - Brentwood, TN",Critical Access,451378_Big Bend Regional Medical Center
451379,Coryell Memorial Hospital,Gatesville,TX,"Not In Any System - ,",Critical Access,451379_Coryell Memorial Hospital
451380,UT Health Quitman,Quitman,TX,"UT Health East Texas - Tyler, TX",Critical Access,451380_UT Health Quitman
451381,CHRISTUS Mother Frances Hospital - Winnsboro,Winnsboro,TX,"CHRISTUS Health - Irving, TX",Critical Access,451381_CHRISTUS Mother Frances Hospital - Winnsboro
451382,Comanche County Medical Center,Comanche,TX,"Not In Any System - ,",Critical Access,451382_Comanche County Medical Center
451384,Cogdell Memorial Hospital,Snyder,TX,"Not In Any System - ,",Critical Access,451384_Cogdell Memorial Hospital
451385,Goodall Witcher Healthcare,Clifton,TX,"Not In Any System - ,",Critical Access,451385_Goodall Witcher Healthcare
451386,Moore County Hospital,Dumas,TX,"Not In Any System - ,",Critical Access,451386_Moore County Hospital
451387,Uvalde Memorial Hospital,Uvalde,TX,"Not In Any System - ,",Critical Access,451387_Uvalde Memorial Hospital
451389,Pecos County Memorial Hospital,Fort Stockton,TX,"Not In Any System - ,",Critical Access,451389_Pecos County Memorial Hospital
451390,Dimmit Regional Hospital,Carrizo Springs,TX,"Not In Any System - ,",Critical Access,451390_Dimmit Regional Hospital
451391,Frio Regional Hospital,Pearsall,TX,"Not In Any System - ,",Critical Access,451391_Frio Regional Hospital
451392,Hamilton County Hospital,Hamilton,TX,"Not In Any System - ,",Critical Access,451392_Hamilton County Hospital
451393,Crockett Medical Center,Crockett,TX,"Not In Any System - ,",Critical Access,451393_Crockett Medical Center
451394,Knox County Hospital,Knox City,TX,"Not In Any System - ,",Critical Access,451394_Knox County Hospital
451395,Hill Regional Hospital,Hillsboro,TX,"Not In Any System - ,",Critical Access,451395_Hill Regional Hospital
452016,Kindred Hospital - San Antonio,San Antonio,TX,"Kindred Healthcare - Louisville, KY",Long Term,452016_Kindred Hospital - San Antonio
452018,Texas Health Specialty Hospital,Fort Worth,TX,"Texas Health Resources - Arlington, TX",Long Term,452018_Texas Health Specialty Hospital
452022,Select Specialty Hospital - Dallas,Carrollton,TX,"Select Medical Corporation - Mechanicsburg, PA",Long Term,452022_Select Specialty Hospital - Dallas
452023,Kindred Hospital Houston Medical Center,Houston,TX,"Kindred Healthcare - Louisville, KY",Long Term,452023_Kindred Hospital Houston Medical Center
452028,Kindred Hospital - Tarrant County,Arlington,TX,"Kindred Healthcare - Louisville, KY",Long Term,452028_Kindred Hospital - Tarrant County
452029,ContinueCARE Hospital at Hendrick Medical Center,Abilene,TX,"Community Hospital Corporation - Plano, TX",Long Term,452029_ContinueCARE Hospital at Hendrick Medical Center
452031,PAM Specialty Hospital of Lufkin,Lufkin,TX,"Post Acute Medical - Camp Hill, PA",Long Term,452031_PAM Specialty Hospital of Lufkin
452034,Cornerstone Specialty Hospitals Austin,Austin,TX,"Cornerstone Healthcare Group - Dallas, TX",Long Term,452034_Cornerstone Specialty Hospitals Austin
452035,Premier Specialty Hospital of El Paso,El Paso,TX,"Not In Any System - ,",Long Term,452035_Premier Specialty Hospital of El Paso
452038,Texas NeuroRehab Center,Austin,TX,"Universal Health Services, Inc. - King of Prussia, PA",Long Term,452038_Texas NeuroRehab Center
452039,Kindred Hospital Houston Northwest,Houston,TX,"Kindred Healthcare - Louisville, KY",Long Term,452039_Kindred Hospital Houston Northwest
452041,Carrus Specialty Hospital,Sherman,TX,"Not In Any System - ,",Long Term,452041_Carrus Specialty Hospital
452042,CHRISTUS Dubuis Hospital of Beaumont,Beaumont,TX,"CHRISTUS Health - Irving, TX",Long Term,452042_CHRISTUS Dubuis Hospital of Beaumont
452044,LifeCare Hospitals of Dallas,Dallas,TX,"LifeCare Health Partners - Plano, TX",Long Term,452044_LifeCare Hospitals of Dallas
452046,Cornerstone Specialty Hospitals Houston Medical Center,Houston,TX,"Cornerstone Healthcare Group - Dallas, TX",Long Term,452046_Cornerstone Specialty Hospitals Houston Medical Center
452051,UT Health East Texas Specialty Hospital,Tyler,TX,"UT Health East Texas - Tyler, TX",Long Term,452051_UT Health East Texas Specialty Hospital
452056,PAM Specialty Hospital of Victoria South,Victoria,TX,"Post Acute Medical - Camp Hill, PA",Long Term,452056_PAM Specialty Hospital of Victoria South
452057,Nexus Specialty Hospital - The Woodlands Campus,The Woodlands,TX,"Nexus Health Systems - Houston, TX",Long Term,452057_Nexus Specialty Hospital - The Woodlands Campus
452059,PAM Specialty Hospital of San Antonio Medical Center,San Antonio,TX,"Post Acute Medical - Camp Hill, PA",Long Term,452059_PAM Specialty Hospital of San Antonio Medical Center
452060,Vibra Hospital of Amarillo,Amarillo,TX,"Vibra Healthcare - Mechanicsburg, PA",Long Term,452060_Vibra Hospital of Amarillo
452061,PAM Specialty Hospital of Texarkana,Texarkana,TX,"Post Acute Medical - Camp Hill, PA",Long Term,452061_PAM Specialty Hospital of Texarkana
452062,PAM Specialty Hospital of Luling,Luling,TX,"Post Acute Medical - Camp Hill, PA",Long Term,452062_PAM Specialty Hospital of Luling
452067,KPC Promise Hospital of Dallas,Dallas,TX,"KPC Healthcare, Inc - Santa Ana, CA",Long Term,452067_KPC Promise Hospital of Dallas
452068,KPC Promise of Wichita Falls,Wichita Falls,TX,"KPC Healthcare, Inc - Santa Ana, CA",Long Term,452068_KPC Promise of Wichita Falls
452073,Kindred Hospital - San Antonio Central,San Antonio,TX,"Kindred Healthcare - Louisville, KY",Long Term,452073_Kindred Hospital - San Antonio Central
452075,Kindred Hospital  Clear Lake,Webster,TX,"Kindred Healthcare - Louisville, KY",Long Term,452075_Kindred Hospital  Clear Lake
452079,Kindred Hospital  El Paso,El Paso,TX,"Kindred Healthcare - Louisville, KY",Long Term,452079_Kindred Hospital  El Paso
452080,Kindred Hospital  Sugar Land,Sugar Land,TX,"Kindred Healthcare - Louisville, KY",Long Term,452080_Kindred Hospital  Sugar Land
452083,Mid-Jefferson Extended Care Hospital,Nederland,TX,"Not In Any System - ,",Long Term,452083_Mid-Jefferson Extended Care Hospital
452086,PAM Specialty Hospital of Corpus Christi North,Corpus Christi,TX,"Post Acute Medical - Camp Hill, PA",Long Term,452086_PAM Specialty Hospital of Corpus Christi North
452087,Select Specialty Hospital - Longview,Longview,TX,"Select Medical Corporation - Mechanicsburg, PA",Long Term,452087_Select Specialty Hospital - Longview
452090,PAM Specialty Hospital of San Antonio,San Antonio,TX,"Post Acute Medical - Camp Hill, PA",Long Term,452090_PAM Specialty Hospital of San Antonio
452091,Tyler ContinueCARE Hospital at Mother Frances Hospital,Tyler,TX,"Community Hospital Corporation - Plano, TX",Long Term,452091_Tyler ContinueCARE Hospital at Mother Frances Hospital
452094,PAM Specialty Hospital of Victoria North,Victoria,TX,"Post Acute Medical - Camp Hill, PA",Long Term,452094_PAM Specialty Hospital of Victoria North
452095,Solara Specialty Hospitals McAllen,McAllen,TX,"Cornerstone Healthcare Group - Dallas, TX",Long Term,452095_Solara Specialty Hospitals McAllen
452096,Laredo Specialty Hospital,Laredo,TX,"Ernest Health, Inc. - Albuquerque, NM",Long Term,452096_Laredo Specialty Hospital
452097,Vibra Specialty Hospital of DeSoto,DeSoto,TX,"Vibra Healthcare - Mechanicsburg, PA",Long Term,452097_Vibra Specialty Hospital of DeSoto
452100,Mesquite Specialty Hospital,Mesquite,TX,"Ernest Health, Inc. - Albuquerque, NM",Long Term,452100_Mesquite Specialty Hospital
452101,Solara Specialty Hospitals Harlingen,Harlingen,TX,"Cornerstone Healthcare Group - Dallas, TX",Long Term,452101_Solara Specialty Hospitals Harlingen
452102,Covenant Specialty Hospital,Lubbock,TX,"Providence - Renton, WA",Long Term,452102_Covenant Specialty Hospital
452105,Baylor Scott & White Continuing Care Hospital Temple,Temple,TX,"Baylor Scott & White Health - Dallas, TX",Long Term,452105_Baylor Scott & White Continuing Care Hospital Temple
452106,PAM Specialty Hospital of New Braunfels,New Braunfels,TX,"Post Acute Medical - Camp Hill, PA",Long Term,452106_PAM Specialty Hospital of New Braunfels
452107,Cornerstone Specialty Hospitals Conroe,Conroe,TX,"Cornerstone Healthcare Group - Dallas, TX",Long Term,452107_Cornerstone Specialty Hospitals Conroe
452108,Kindred Hospital Dallas Central,Dallas,TX,"Kindred Healthcare - Louisville, KY",Long Term,452108_Kindred Hospital Dallas Central
452111,Atrium Medical Center,Denton,TX,"Not In Any System - ,",Long Term,452111_Atrium Medical Center
452114,Atrium Medical Center,Stafford,TX,"Not In Any System - ,",Long Term,452114_Atrium Medical Center
452118,Houston Methodist Continuing Care Hospital,Katy,TX,"Houston Methodist - Houston, TX",Long Term,452118_Houston Methodist Continuing Care Hospital
452119,Select Specialty Hospital - Dallas Downtown,Dallas,TX,"Select Medical Corporation - Mechanicsburg, PA",Long Term,452119_Select Specialty Hospital - Dallas Downtown
452121,ContinueCARE Hospital at Medical Center (Odessa),Odessa,TX,"Community Hospital Corporation - Plano, TX",Long Term,452121_ContinueCARE Hospital at Medical Center (Odessa)
452122,El Paso LTAC Hospital,El Paso,TX,"Not In Any System - ,",Long Term,452122_El Paso LTAC Hospital
453025,TIRR Memorial Hermann,Houston,TX,"Memorial Hermann - Houston, TX",Rehabilitation,453025_TIRR Memorial Hermann
453029,Encompass Health Rehabilitation Hospital of Humble,Humble,TX,"Encompass Health - Birmingham, AL",Rehabilitation,453029_Encompass Health Rehabilitation Hospital of Humble
453031,Encompass Health Rehabilitation Hospital of San Antonio,San Antonio,TX,"Encompass Health - Birmingham, AL",Rehabilitation,453031_Encompass Health Rehabilitation Hospital of San Antonio
453035,Warm Springs Rehabilitation Hospital of San Antonio,San Antonio,TX,"Post Acute Medical - Camp Hill, PA",Rehabilitation,453035_Warm Springs Rehabilitation Hospital of San Antonio
453036,Baylor Scott & White Institute for Rehabilitation - Dallas,Dallas,TX,"Baylor Scott & White Health - Dallas, TX",Rehabilitation,453036_Baylor Scott & White Institute for Rehabilitation - Dallas
453038,Saint David's Rehabilitation Hospital,Austin,TX,"HCA Healthcare - Nashville, TN",Rehabilitation,453038_Saint David's Rehabilitation Hospital
453040,Encompass Health Rehabilitation Hospital of Arlington,Arlington,TX,"Encompass Health - Birmingham, AL",Rehabilitation,453040_Encompass Health Rehabilitation Hospital of Arlington
453042,Encompass Health Rehabilitation Hospital of City View,Fort Worth,TX,"Encompass Health - Birmingham, AL",Rehabilitation,453042_Encompass Health Rehabilitation Hospital of City View
453047,Encompass Health Rehabilitation Hospital of Plano,Plano,TX,"Encompass Health - Birmingham, AL",Rehabilitation,453047_Encompass Health Rehabilitation Hospital of Plano
453048,PAM Rehabilitation Hospital of Beaumont,Beaumont,TX,"Post Acute Medical - Camp Hill, PA",Rehabilitation,453048_PAM Rehabilitation Hospital of Beaumont
453053,Encompass Health Rehabilitation Hospital of Texarkana,Texarkana,TX,"Encompass Health - Birmingham, AL",Rehabilitation,453053_Encompass Health Rehabilitation Hospital of Texarkana
453054,Encompass Health Rehabilitation Hospital of Wichita Falls,Wichita Falls,TX,"Encompass Health - Birmingham, AL",Rehabilitation,453054_Encompass Health Rehabilitation Hospital of Wichita Falls
453056,CHRISTUS Trinity Mother Frances Rehabilitation Hospital,Tyler,TX,"Not In Any System - ,",Rehabilitation,453056_CHRISTUS Trinity Mother Frances Rehabilitation Hospital
