CMS Certification Number,Facility Name,System Affiliation,State,ZIP,Latitude,Longitude,Type of Control,FFY2020 IPPS Discharges to Home,Total Discharges,Total Acute Beds,Total Fixed Assets,HIT Designated Assets,Compliant,IT Prop Assets,Agg Control,Num Hospitals in SA,Num Compliant in SA,coor,Num Hospitals within 5 Miles,Num Compliant Hospitals within 5 Miles,Pct Compliant within Radius,Daily Penalty,Annual Penalty
452100,Mesquite Specialty Hospital,"Ernest Health, Inc. - Albuquerque, NM",TX,75149,32.778,-96.599701,"Proprietary, Corporation",25,278,40,757360,0,,0,Proprietary,27,0,"(32.778, -96.599701)",3,0,0,400,146000
452101,Solara Specialty Hospitals Harlingen,"Cornerstone Healthcare Group - Dallas, TX",TX,78550,26.16,-97.6735,"Proprietary, Other",63,805,82,2342131,0,,0,Proprietary,14,0,"(26.16, -97.6735)",4,0,0,820,299300
452102,Covenant Specialty Hospital,"Providence - Renton, WA",TX,79410,33.5769,-101.897003,"Proprietary, Other",49,386,56,1944545,0,,0,Proprietary,44,0,"(33.5769, -101.897003)",7,0,0,560,204400
452105,Baylor Scott & White Continuing Care Hospital Temple,"Baylor Scott & White Health - Dallas, TX",TX,76502,31.1182,-97.397697,"Voluntary Nonprofit, Other",0,237,25,8710058,0,,0,Nonprofit,28,0,"(31.1182, -97.397697)",6,0,0,300,109500
452106,PAM Specialty Hospital of New Braunfels,"Post Acute Medical - Camp Hill, PA",TX,78130,29.729099,-98.101997,"Proprietary, Partnership",24,536,40,781681,0,,0,Proprietary,30,0,"(29.729099, -98.101997)",2,0,0,400,146000
452107,Cornerstone Specialty Hospitals Conroe,"Cornerstone Healthcare Group - Dallas, TX",TX,77304,30.2817,-95.464996,"Proprietary, Other",15,410,41,1143040,0,,0,Proprietary,14,0,"(30.2817, -95.464996)",2,0,0,410,149650
452108,Kindred Hospital Dallas Central,"Kindred Healthcare - Louisville, KY",TX,75231,32.887402,-96.767601,"Proprietary, Corporation",0,578,60,1419867,0,,0,Proprietary,49,0,"(32.887402, -96.767601)",6,0,0,600,219000
452111,Atrium Medical Center,Not in a System,TX,76208,33.1745,-97.0886,"Proprietary, Partnership",37,145,18,120895,0,,0,Proprietary,0,1,"(33.1745, -97.0886)",3,0,0,300,109500
452114,Atrium Medical Center,Not in a System,TX,77477,29.647699,-95.588699,"Proprietary, Partnership",35,180,68,4637995,0,,0,Proprietary,0,1,"(29.647699, -95.588699)",7,0,0,680,248200
452118,Houston Methodist Continuing Care Hospital,"Houston Methodist - Houston, TX",TX,77450,29.777,-95.718903,"Voluntary Nonprofit, Other",65,1501,124,61336187,0,,0,Nonprofit,8,0,"(29.777, -95.718903)",5,0,0,1240,452600
452119,Select Specialty Hospital - Dallas Downtown,"Select Medical Corporation - Mechanicsburg, PA",TX,75246,32.7906,-96.7808,"Proprietary, Corporation",0,265,44,2363390,0,,0,Proprietary,93,0,"(32.7906, -96.7808)",12,0,0,440,160600
452121,ContinueCARE Hospital at Medical Center (Odessa),"Community Hospital Corporation - Plano, TX",TX,79761,31.844601,-102.374001,"Voluntary Nonprofit, Other",43,282,25,37074,0,,0,Nonprofit,9,0,"(31.844601, -102.374001)",2,0,0,300,109500
452122,El Paso LTAC Hospital,Not in a System,TX,79904,31.7836,-106.473999,"Proprietary, Partnership",0,270,33,1116439,0,,0,Proprietary,0,1,"(31.7836, -106.473999)",11,0,0,330,120450
453025,TIRR Memorial Hermann,"Memorial Hermann - Houston, TX",TX,77030,29.7089,-95.395203,"Voluntary Nonprofit, Other",124,1440,134,33537329,0,,0,Nonprofit,10,0,"(29.7089, -95.395203)",18,0,0,1340,489100
453029,Encompass Health Rehabilitation Hospital of Humble,"Encompass Health - Birmingham, AL",TX,77338,29.994301,-95.278,"Proprietary, Corporation",37,1186,74,4282595,0,,0,Proprietary,98,0,"(29.994301, -95.278)",6,0,0,740,270100
453031,Encompass Health Rehabilitation Hospital of San Antonio,"Encompass Health - Birmingham, AL",TX,78240,29.527,-98.583099,"Proprietary, Corporation",109,1428,108,11877780,0,,0,Proprietary,98,0,"(29.527, -98.583099)",15,0,0,1080,394200
453035,Warm Springs Rehabilitation Hospital of San Antonio,"Post Acute Medical - Camp Hill, PA",TX,78229,29.51,-98.588501,"Proprietary, Corporation",247,3233,139,3041474,0,,0,Proprietary,30,0,"(29.51, -98.588501)",13,0,0,1390,507350
453036,Baylor Scott & White Institute for Rehabilitation - Dallas,"Baylor Scott & White Health - Dallas, TX",TX,75246,32.791401,-96.780899,"Proprietary, Corporation",190,1378,92,9216252,0,,0,Proprietary,28,0,"(32.791401, -96.780899)",12,0,0,920,335800
453038,Saint David's Rehabilitation Hospital,"HCA Healthcare - Nashville, TN",TX,78705,30.2899,-97.724701,"Voluntary Nonprofit, Other",0,0,0,0,0,,,Nonprofit,169,0,"(30.2899, -97.724701)",12,0,0,300,109500
453040,Encompass Health Rehabilitation Hospital of Arlington,"Encompass Health - Birmingham, AL",TX,76015,32.692402,-97.114899,"Proprietary, Corporation",90,1453,85,6292015,0,,0,Proprietary,98,0,"(32.692402, -97.114899)",8,0,0,850,310250
453042,Encompass Health Rehabilitation Hospital of City View,"Encompass Health - Birmingham, AL",TX,76132,32.6628,-97.412697,"Proprietary, Corporation",51,1119,62,1908155,0,,0,Proprietary,98,0,"(32.6628, -97.412697)",4,0,0,620,226300
453047,Encompass Health Rehabilitation Hospital of Plano,"Encompass Health - Birmingham, AL",TX,75075,33.019199,-96.7481,"Proprietary, Corporation",125,1567,83,2442434,0,,0,Proprietary,98,0,"(33.019199, -96.7481)",7,0,0,830,302950
453048,PAM Rehabilitation Hospital of Beaumont,"Post Acute Medical - Camp Hill, PA",TX,77707,30.0783,-94.1371,"Proprietary, Corporation",68,752,61,1134266,0,,0,Proprietary,30,0,"(30.0783, -94.1371)",4,0,0,610,222650
453053,Encompass Health Rehabilitation Hospital of Texarkana,"Encompass Health - Birmingham, AL",TX,75501,33.430599,-94.048401,"Proprietary, Corporation",80,1089,60,2235533,0,,0,Proprietary,98,0,"(33.430599, -94.048401)",4,0,0,600,219000
453054,Encompass Health Rehabilitation Hospital of Wichita Falls,"Encompass Health - Birmingham, AL",TX,76302,33.873501,-98.485603,"Proprietary, Partnership",167,1533,63,9885297,0,,0,Proprietary,98,0,"(33.873501, -98.485603)",4,0,0,630,229950
453056,CHRISTUS Trinity Mother Frances Rehabilitation Hospital,Not in a System,TX,75701,32.315399,-95.276604,"Proprietary, Partnership",230,1971,94,12759831,0,,0,Proprietary,0,1,"(32.315399, -95.276604)",6,0,0,940,343100
453057,Encompass Health Rehabilitation Hospital of Midland Odessa,"Encompass Health - Birmingham, AL",TX,79707,31.999201,-102.156998,"Proprietary, Corporation",181,1565,80,4317558,0,,0,Proprietary,98,0,"(31.999201, -102.156998)",1,0,0,800,292000
453059,Encompass Health Rehabilitation Hospital The Woodlands,"Encompass Health - Birmingham, AL",TX,77384,30.185101,-95.453003,"Proprietary, Corporation",38,718,84,5766907,0,,0,Proprietary,98,0,"(30.185101, -95.453003)",7,0,0,840,306600
453065,CHRISTUS Saint Michael Rehabilitation Hospital,"CHRISTUS Health - Irving, TX",TX,75503,33.463699,-94.071404,"Voluntary Nonprofit, Church",55,796,50,6188267,0,,0,Nonprofit,28,1,"(33.463699, -94.071404)",4,0,0,500,182500
453072,UT Health East Texas Rehabilitation Hospital,"UT Health East Texas - Tyler, TX",TX,75701,32.337799,-95.291801,"Voluntary Nonprofit, Other",68,890,49,8547253,0,,0,Nonprofit,9,0,"(32.337799, -95.291801)",6,0,0,490,178850
453086,Las Palmas Del Sol Rehabilitation Hospital East,"HCA Healthcare - Nashville, TN",TX,79936,31.7325,-106.302002,"Proprietary, Corporation",40,546,41,359079,0,,0,Proprietary,169,0,"(31.7325, -106.302002)",3,0,0,410,149650
453089,Palestine Regional West Campus,"LifePoint Health - Brentwood, TN",TX,75801,31.7402,-95.643097,"Proprietary, Corporation",0,174,17,10020874,0,,0,Proprietary,53,1,"(31.7402, -95.643097)",1,0,0,300,109500
453091,Weslaco Regional Rehabilitation Hospital,"Ernest Health, Inc. - Albuquerque, NM",TX,78596,26.150999,-97.976402,"Proprietary, Corporation",156,528,40,901805,0,,0,Proprietary,27,0,"(26.150999, -97.976402)",1,0,0,400,146000
453092,South Texas Rehabilitation Hospital,"Ernest Health, Inc. - Albuquerque, NM",TX,78526,25.9797,-97.510902,"Proprietary, Corporation",67,612,40,692963,0,,0,Proprietary,27,0,"(25.9797, -97.510902)",2,0,0,400,146000
453096,Vibra Rehabilitation Hospital of Amarillo,"Vibra Healthcare - Mechanicsburg, PA",TX,79106,35.206001,-101.920998,"Proprietary, Corporation",33,570,44,183609,0,,0,Proprietary,24,0,"(35.206001, -101.920998)",7,0,0,440,160600
453300,Cook Children's Medical Center,"Cook Children's Health System - Fort Worth, TX",TX,76104,32.736698,-97.341904,"Voluntary Nonprofit, Other",73,10975,401,587395955,0,,0,Nonprofit,1,0,"(32.736698, -97.341904)",7,0,0,4010,1463650
453301,Driscoll Children's Hospital,Not in a System,TX,78411,27.749399,-97.385101,"Voluntary Nonprofit, Other",0,3056,191,174296185,1453815,,0.8,Nonprofit,0,1,"(27.749399, -97.385101)",7,0,0,1910,697150
453302,Children's Medical Center Dallas,"Children's Health - Dallas, TX",TX,75235,32.809601,-96.835403,"Voluntary Nonprofit, Other",67,8901,386,579065101,32448224,,5.6,Nonprofit,3,0,"(32.809601, -96.835403)",13,0,0,3860,1408900
453304,Texas Children's Hospital,"Texas Children's Hospital - Houston, TX",TX,77030,29.7083,-95.401802,"Voluntary Nonprofit, Other",104,33732,859,2147021739,91712389,,4.3,Nonprofit,1,0,"(29.7083, -95.401802)",18,0,0,5500,2007500
453306,Covenant Children's Hospital,"Providence - Renton, WA",TX,79410,33.5723,-101.899002,"Voluntary Nonprofit, Church",68,5559,204,69496969,0,,0,Nonprofit,44,0,"(33.5723, -101.899002)",7,0,0,2040,744600
453308,Our Children's House Dallas,"Children's Health - Dallas, TX",TX,75247,32.790199,-96.783401,"Voluntary Nonprofit, Church",0,281,39,5622925,0,,0,Nonprofit,3,0,"(32.790199, -96.783401)",12,0,0,390,142350
453309,Nexus Children's Hospital - Houston Campus,"Nexus Health Systems - Houston, TX",TX,77082,29.732401,-95.580597,"Proprietary, Corporation",0,136,40,4251272,0,,0,Proprietary,2,0,"(29.732401, -95.580597)",4,0,0,400,146000
453310,Dell Children's Medical Center of Central Texas,"Ascension Health - Saint Louis, MO",TX,78723,30.302401,-97.704903,"Voluntary Nonprofit, Other",27,7608,203,247431106,0,,0,Nonprofit,92,0,"(30.302401, -97.704903)",11,0,0,2030,740950
453311,Shriners Children's Texas,"Shriners Hospitals for Children - Tampa, FL",TX,77550,29.3097,-94.777199,"Voluntary Nonprofit, Other",0,0,0,0,0,,,Nonprofit,14,0,"(29.3097, -94.777199)",1,0,0,300,109500
453313,El Paso Children's Hospital,Not in a System,TX,79905,31.7708,-106.434998,"Voluntary Nonprofit, Other",0,3726,122,7368359,0,,0,Nonprofit,0,1,"(31.7708, -106.434998)",11,0,0,1220,445300
453314,Texas Scottish Rite Hospital for Children,Not in a System,TX,75219,32.802502,-96.814201,"Voluntary Nonprofit, Other",0,0,0,0,0,,,Nonprofit,0,1,"(32.802502, -96.814201)",13,0,0,300,109500
453315,Children's Hospital of San Antonio,"CHRISTUS Health - Irving, TX",TX,78207,29.4277,-98.497803,"Voluntary Nonprofit, Church",15,5074,194,194241362,0,,0,Nonprofit,28,1,"(29.4277, -98.497803)",3,0,0,1940,708100
453316,Children's Medical Center Plano,"Children's Health - Dallas, TX",TX,75024,33.0765,-96.796204,"Voluntary Nonprofit, Other",0,1568,72,228545997,0,,0,Nonprofit,3,0,"(33.0765, -96.796204)",12,0,0,720,262800
454000,Big Spring State Hospital,"Texas Health and Human Services - Austin, TX",TX,79720,32.2705,-101.492996,"Governmental, State",21,133,144,0,0,,,Governmental,10,0,"(32.2705, -101.492996)",2,0,0,1440,525600
454006,Terrell State Hospital,"Texas Health and Human Services - Austin, TX",TX,75160,32.738701,-96.264198,"Governmental, State",46,1058,305,0,0,,,Governmental,10,0,"(32.738701, -96.264198)",0,0,,3050,1113250
454008,North Texas State Hospital - Wichita Falls Campus,"Texas Health and Human Services - Austin, TX",TX,76308,33.840302,-98.527802,"Governmental, State",90,589,277,0,0,,,Governmental,10,0,"(33.840302, -98.527802)",5,0,0,2770,1011050
454009,Rusk State Hospital,"Texas Health and Human Services - Austin, TX",TX,75785,31.809299,-95.155998,"Governmental, State",21,263,259,0,0,,,Governmental,10,0,"(31.809299, -95.155998)",0,0,,2590,945350
454011,San Antonio State Hospital,"Texas Health and Human Services - Austin, TX",TX,78223,29.357901,-98.448601,"Governmental, State",16,530,302,0,0,,,Governmental,10,0,"(29.357901, -98.448601)",1,0,0,3020,1102300
454012,Millwood Hospital,"Universal Health Services, Inc. - King of Prussia, PA",TX,76011,32.750702,-97.113602,"Proprietary, Corporation",258,3888,134,2889387,0,,0,Proprietary,153,0,"(32.750702, -97.113602)",8,0,0,1340,489100
454014,Kerrville State Hospital,"Texas Health and Human Services - Austin, TX",TX,78028,30.047701,-99.155998,"Governmental, State",0,47,220,0,0,,,Governmental,10,0,"(30.047701, -99.155998)",2,0,0,2200,803000
454016,North Texas State Hospital - Vernon Campus,"Texas Health and Human Services - Austin, TX",TX,76385,34.153301,-99.323997,"Governmental, State",0,0,0,0,0,,,Governmental,10,0,"(34.153301, -99.323997)",2,0,0,300,109500
454018,Red River Hospital,"Acadia Healthcare - Franklin, TN",TX,76301,33.9062,-98.502098,"Proprietary, Corporation",244,2041,96,12612037,0,,0,Proprietary,27,0,"(33.9062, -98.502098)",4,0,0,960,350400
454026,West Oaks Hospital,"Universal Health Services, Inc. - King of Prussia, PA",TX,77074,29.7089,-95.497704,"Proprietary, Corporation",465,5481,160,7214289,0,,0,Proprietary,153,0,"(29.7089, -95.497704)",5,0,0,1600,584000
454029,Ascension Seton Shoal Creek,"Ascension Health - Saint Louis, MO",TX,78731,30.3062,-97.748901,"Voluntary Nonprofit, Church",181,2105,70,6368148,0,,0,Nonprofit,92,0,"(30.3062, -97.748901)",13,0,0,700,255500
454032,Ascension Providence DePaul Center,"Ascension Health - Saint Louis, MO",TX,76712,31.5121,-97.1996,"Voluntary Nonprofit, Church",0,1857,64,1623325,0,,0,Nonprofit,92,0,"(31.5121, -97.1996)",3,0,0,640,233600
454050,Glen Oaks Hospital,"Universal Health Services, Inc. - King of Prussia, PA",TX,75402,33.124298,-96.0812,"Proprietary, Corporation",282,2131,54,1617738,0,,0,Proprietary,153,0,"(33.124298, -96.0812)",1,0,0,540,197100
454060,Laurel Ridge Treatment Center,"Universal Health Services, Inc. - King of Prussia, PA",TX,78259,29.603399,-98.439201,"Proprietary, Corporation",515,7310,208,44844226,0,,0,Proprietary,153,0,"(29.603399, -98.439201)",4,0,0,2080,759200
454064,River Crest Hospital,"Universal Health Services, Inc. - King of Prussia, PA",TX,76901,31.448,-100.511002,"Proprietary, Corporation",120,2779,80,2059973,0,,0,Proprietary,153,0,"(31.448, -100.511002)",3,0,0,800,292000
454065,Hickory Trail Hospital,"Universal Health Services, Inc. - King of Prussia, PA",TX,75115,32.627399,-96.865097,"Proprietary, Corporation",277,2900,86,5258126,0,,0,Proprietary,153,0,"(32.627399, -96.865097)",5,0,0,860,313900
454069,Austin Lakes Hospital,"Universal Health Services, Inc. - King of Prussia, PA",TX,78705,30.288601,-97.723602,"Proprietary, Corporation",310,2666,58,325150,0,,0,Proprietary,153,0,"(30.288601, -97.723602)",12,0,0,580,211700
454076,UT Health Harris County Psychiatric Center,Not in a System,TX,77021,29.712799,-95.375198,"Governmental, County",501,8439,270,0,0,,,Governmental,0,1,"(29.712799, -95.375198)",15,0,0,2700,985500
454083,IntraCare North Hospital,Not in a System,TX,77090,30.023899,-95.440804,"Voluntary Nonprofit, Other",120,1658,90,0,0,,,Nonprofit,0,1,"(30.023899, -95.440804)",4,0,0,900,328500
454084,Austin State Hospital,"Texas Health and Human Services - Austin, TX",TX,78751,30.307899,-97.734802,"Governmental, Other",0,514,263,0,0,,,Governmental,10,0,"(30.307899, -97.734802)",12,0,0,2630,959950
454088,Rio Grande State Center,"Texas Health and Human Services - Austin, TX",TX,78550,26.1595,-97.708801,"Governmental, State",14,574,55,0,0,,,Governmental,10,0,"(26.1595, -97.708801)",4,0,0,550,200750
454093,Sunrise Canyon Hospital,Not in a System,TX,79404,33.574501,-101.807999,"Governmental, State",68,507,30,0,0,,,Governmental,0,1,"(33.574501, -101.807999)",3,0,0,300,109500
454094,Medical City Green Oaks Hospital,"HCA Healthcare - Nashville, TN",TX,75251,32.913502,-96.772202,"Proprietary, Other",518,6152,124,10454811,0,,0,Proprietary,169,0,"(32.913502, -96.772202)",6,0,0,1240,452600
454096,Corpus Christi Medical Center Bayview,"HCA Healthcare - Nashville, TN",TX,78414,27.681801,-97.359703,"Proprietary, Corporation",0,1761,68,3053081,0,,0,Proprietary,169,0,"(27.681801, -97.359703)",3,0,0,680,248200
454100,El Paso Psychiatric Center,"Texas Health and Human Services - Austin, TX",TX,79905,31.771,-106.434998,"Governmental, State",25,463,74,0,0,,,Governmental,10,0,"(31.771, -106.434998)",11,0,0,740,270100
454101,Allegiance Behavioral Health Center Of Plainview,"Allegiance Health Management - Shreveport, LA",TX,79072,34.207802,-101.732002,"Proprietary, Corporation",26,210,20,1164770,0,,0,Proprietary,13,0,"(34.207802, -101.732002)",1,0,0,300,109500
454103,Kingwood Pines Hospital,"Universal Health Services, Inc. - King of Prussia, PA",TX,77339,30.0446,-95.2285,"Proprietary, Corporation",155,2960,116,8829019,0,,0,Proprietary,153,0,"(30.0446, -95.2285)",6,0,0,1160,423400
454104,University Behavioral Health of Denton,"Universal Health Services, Inc. - King of Prussia, PA",TX,76201,33.229599,-97.156403,"Proprietary, Corporation",151,2568,104,9344304,203081,,2.2,Proprietary,153,0,"(33.229599, -97.156403)",2,0,0,1040,379600
454107,Behavioral Hospital of Bellaire,"Universal Health Services, Inc. - King of Prussia, PA",TX,77081,29.7075,-95.473602,"Proprietary, Corporation",419,3962,122,6867056,0,,0,Proprietary,153,0,"(29.7075, -95.473602)",15,0,0,1220,445300
454108,Cypress Creek Hospital,"Universal Health Services, Inc. - King of Prussia, PA",TX,77090,30.024,-95.445702,"Proprietary, Corporation",280,3884,128,9378964,0,,0,Proprietary,153,0,"(30.024, -95.445702)",4,0,0,1280,467200
454109,El Paso Behavioral Health System,"Universal Health Services, Inc. - King of Prussia, PA",TX,79902,31.781401,-106.475998,"Proprietary, Corporation",294,5742,166,11200316,0,,0,Proprietary,153,0,"(31.781401, -106.475998)",11,0,0,1660,605900
454110,Oceans Behavioral Hospital Permian Basin,"Oceans Healthcare - Plano, TX",TX,79706,31.9226,-102.220001,"Proprietary, Corporation",122,1696,62,650851,0,,0,Proprietary,18,0,"(31.9226, -102.220001)",0,0,,620,226300
454114,Cedar Crest Hospital and Residential Treatment Center,"Acadia Healthcare - Franklin, TN",TX,76513,31.021601,-97.478302,"Proprietary, Corporation",162,2343,68,13694134,0,,0,Proprietary,27,0,"(31.021601, -97.478302)",0,0,,680,248200
454117,Oceans Behavioral Hospital Longview,"Oceans Healthcare - Plano, TX",TX,75605,32.536701,-94.733299,"Proprietary, Corporation",127,547,24,581377,0,,0,Proprietary,18,0,"(32.536701, -94.733299)",4,0,0,300,109500
454118,Lone Star Behavioral Health,Not in a System,TX,77429,30.0249,-95.662903,"Proprietary, Partnership",118,391,24,38440,0,,0,Proprietary,0,1,"(30.0249, -95.662903)",1,0,0,300,109500
454119,Carrollton Springs,"Springstone, Inc. - Louisville, KY",TX,75010,33.044899,-96.8685,"Proprietary, Corporation",169,2363,78,19808324,0,,0,Proprietary,13,0,"(33.044899, -96.8685)",12,0,0,780,284700
454121,Austin Oaks Hospital,"Universal Health Services, Inc. - King of Prussia, PA",TX,78745,30.2124,-97.791603,"Proprietary, Corporation",161,2624,80,10905071,0,,0,Proprietary,153,0,"(30.2124, -97.791603)",5,0,0,800,292000
454122,Oceans Behavioral Hospital Abilene,"Oceans Healthcare - Plano, TX",TX,79602,32.400101,-99.739998,"Proprietary, Corporation",298,2104,90,804449,0,,0,Proprietary,18,0,"(32.400101, -99.739998)",4,0,0,900,328500
454123,Oceans Behavioral Hospital Lufkin,"Oceans Healthcare - Plano, TX",TX,75904,31.3067,-94.7453,"Proprietary, Corporation",142,463,24,609893,0,,0,Proprietary,18,0,"(31.3067, -94.7453)",3,0,0,300,109500
